      0.00000000	       0.00000000	       0.00000000	      10.00000000	
      0.00014286	      -0.00140000	       0.00014286	       9.99999990	
      0.00028571	      -0.00280000	       0.00028571	       9.99999960	
      0.00042857	      -0.00420000	       0.00042857	       9.99999910	
      0.00057143	      -0.00560000	       0.00057143	       9.99999840	
      0.00071429	      -0.00700000	       0.00071429	       9.99999750	
      0.00085714	      -0.00840000	       0.00085714	       9.99999640	
      0.00100000	      -0.00980000	       0.00100000	       9.99999510	
      0.00114286	      -0.01120000	       0.00114286	       9.99999360	
      0.00128571	      -0.01260000	       0.00128571	       9.99999190	
      0.00142857	      -0.01400000	       0.00142857	       9.99999000	
      0.00157143	      -0.01540000	       0.00157143	       9.99998790	
      0.00171429	      -0.01680000	       0.00171429	       9.99998560	
      0.00185714	      -0.01820000	       0.00185714	       9.99998310	
      0.00200000	      -0.01960000	       0.00200000	       9.99998040	
      0.00214286	      -0.02100000	       0.00214286	       9.99997750	
      0.00228571	      -0.02240000	       0.00228571	       9.99997440	
      0.00242857	      -0.02380000	       0.00242857	       9.99997110	
      0.00257143	      -0.02520000	       0.00257143	       9.99996760	
      0.00271429	      -0.02660000	       0.00271429	       9.99996390	
      0.00285714	      -0.02800000	       0.00285714	       9.99996000	
      0.00300000	      -0.02940000	       0.00300000	       9.99995590	
      0.00314286	      -0.03080000	       0.00314286	       9.99995160	
      0.00328571	      -0.03220000	       0.00328571	       9.99994710	
      0.00342857	      -0.03360000	       0.00342857	       9.99994240	
      0.00357143	      -0.03500000	       0.00357143	       9.99993750	
      0.00371429	      -0.03640000	       0.00371429	       9.99993240	
      0.00385714	      -0.03780000	       0.00385714	       9.99992710	
      0.00400000	      -0.03920000	       0.00400000	       9.99992160	
      0.00414286	      -0.04060000	       0.00414286	       9.99991590	
      0.00428571	      -0.04200000	       0.00428571	       9.99991000	
      0.00442857	      -0.04340000	       0.00442857	       9.99990390	
      0.00457143	      -0.04480000	       0.00457143	       9.99989760	
      0.00471429	      -0.04620000	       0.00471429	       9.99989110	
      0.00485714	      -0.04760000	       0.00485714	       9.99988440	
      0.00500000	      -0.04900000	       0.00500000	       9.99987750	
      0.00514286	      -0.05040000	       0.00514286	       9.99987040	
      0.00528571	      -0.05180000	       0.00528571	       9.99986310	
      0.00542857	      -0.05320000	       0.00542857	       9.99985560	
      0.00557143	      -0.05460000	       0.00557143	       9.99984790	
      0.00571429	      -0.05600000	       0.00571429	       9.99984000	
      0.00585714	      -0.05740000	       0.00585714	       9.99983190	
      0.00600000	      -0.05880000	       0.00600000	       9.99982360	
      0.00614286	      -0.06020000	       0.00614286	       9.99981510	
      0.00628571	      -0.06160000	       0.00628571	       9.99980640	
      0.00642857	      -0.06300000	       0.00642857	       9.99979750	
      0.00657143	      -0.06440000	       0.00657143	       9.99978840	
      0.00671429	      -0.06580000	       0.00671429	       9.99977910	
      0.00685714	      -0.06720000	       0.00685714	       9.99976960	
      0.00700000	      -0.06860000	       0.00700000	       9.99975990	
      0.00714286	      -0.07000000	       0.00714286	       9.99975000	
      0.00728571	      -0.07140000	       0.00728571	       9.99973990	
      0.00742857	      -0.07280000	       0.00742857	       9.99972960	
      0.00757143	      -0.07420000	       0.00757143	       9.99971910	
      0.00771429	      -0.07560000	       0.00771429	       9.99970840	
      0.00785714	      -0.07700000	       0.00785714	       9.99969750	
      0.00800000	      -0.07840000	       0.00800000	       9.99968640	
      0.00814286	      -0.07980000	       0.00814286	       9.99967510	
      0.00828571	      -0.08120000	       0.00828571	       9.99966360	
      0.00842857	      -0.08260000	       0.00842857	       9.99965190	
      0.00857143	      -0.08400000	       0.00857143	       9.99964000	
      0.00871429	      -0.08540000	       0.00871429	       9.99962790	
      0.00885714	      -0.08680000	       0.00885714	       9.99961560	
      0.00900000	      -0.08820000	       0.00900000	       9.99960310	
      0.00914286	      -0.08960000	       0.00914286	       9.99959040	
      0.00928571	      -0.09100000	       0.00928571	       9.99957750	
      0.00942857	      -0.09240000	       0.00942857	       9.99956440	
      0.00957143	      -0.09380000	       0.00957143	       9.99955110	
      0.00971429	      -0.09520000	       0.00971429	       9.99953760	
      0.00985714	      -0.09660000	       0.00985714	       9.99952390	
      0.01000000	      -0.09800000	       0.01000000	       9.99951000	
      0.01014286	      -0.09940000	       0.01014286	       9.99949590	
      0.01028571	      -0.10080000	       0.01028571	       9.99948160	
