0 0.000000 0.098539
1 4.163100 17.664264
2 36.460225 9.133061
3 9.229765 48.721722
4 52.675028 45.443342
5 23.317843 83.129179
6 93.173148 56.805961
7 55.609433 5.083191
8 76.705116 1.891480
9 25.235976 29.819717
10 87.598087 53.155686
11 92.026094 51.543115
12 81.042945 18.842025
13 88.631444 57.061402
14 7.677456 81.527388
15 98.489102 11.835171
16 89.390590 78.448364
17 10.091627 25.331063
18 1.984166 37.837747
19 67.887741 68.092304
20 75.270666 0.622945
21 62.440672 12.646243
22 61.754980 77.092826
23 18.653582 49.672170
24 50.950039 31.593900
25 70.170256 36.724663
26 87.631236 37.099466
27 52.525240 42.783456
28 54.274318 66.797859
29 17.114183 83.077914
30 86.190540 76.922114
31 5.257946 96.672964
32 33.428391 8.209654
33 27.031463 7.426237
34 67.622576 81.015855
35 46.421123 56.918505
36 51.220302 58.651033
37 73.875854 87.168881
38 57.796732 96.470359
39 33.352930 39.282797
40 17.692773 11.186902
41 85.268084 81.117183
42 95.488728 90.428320
43 13.891526 68.618734
44 12.698745 0.409020
45 0.050278 19.295192
46 58.678015 37.495915
47 2.678594 46.476529
48 78.534304 44.223482
49 28.790388 85.335295
50 52.597197 72.841672
51 26.631429 78.348402
52 46.804418 19.699735
53 44.717697 72.843978
54 96.609300 75.684078
55 46.605688 86.896644
56 13.403926 84.605258
57 1.808766 94.085480
58 67.008212 79.997154
59 14.321679 61.046031
60 90.828256 77.441472
61 36.606469 94.428798
62 88.482167 44.517109
63 16.302845 42.481730
64 47.985388 3.112832
65 60.843022 79.226117
66 18.249678 52.512130
67 89.875885 30.878989
68 94.262592 38.802465
69 93.051226 91.138418
70 33.771835 53.281232
71 70.207727 97.101066
72 76.808519 75.194125
73 9.086409 85.396672
74 17.464445 1.977037
75 41.905352 29.636989
76 37.823245 41.871644
77 13.844816 38.084668
78 29.978003 2.101212
79 23.880262 3.710937
80 22.105904 52.543455
81 49.452522 88.252202
82 77.383010 5.900249
83 11.980142 54.780126
84 34.191570 45.681188
85 58.812174 58.514993
86 6.992704 81.893146
87 40.316072 58.548304
88 19.116093 89.227724
89 17.633181 20.770358
90 11.574788 15.891457
91 99.264408 68.157079
92 81.179608 64.221514
93 32.934248 73.755328
94 82.348272 72.126100
95 65.798241 35.877449
96 61.036477 41.500365
97 81.495418 77.396540
98 27.431076 4.474204
99 60.104123 51.409111
100 63.021460 18.089320
101 27.850087 45.248923
102 64.298576 74.283195
103 41.365533 61.805223
104 61.828932 85.443640
105 18.145710 30.792796
106 2.332819 0.918198
107 95.145324 99.075481
108 20.493998 60.409316
109 93.565238 55.956733
110 54.686618 43.912796
111 44.975194 30.680532
112 20.081388 21.579950
113 4.989563 20.956113
114 57.456334 91.482018
115 41.560994 65.415889
116 35.570056 58.670248
117 39.194562 3.385016
118 28.551638 9.160403
119 44.438454 92.593663
120 92.128417 60.592750
121 86.114594 1.471718
122 68.670079 84.456849
123 12.964724 5.965605
124 1.307210 39.115873
125 86.567599 1.505738
126 92.428850 88.671882
127 66.206866 65.491096
128 7.633988 9.297714
129 0.325213 52.667011
130 78.975626 65.401875
131 54.589254 79.838869
132 72.675282 25.331472
133 25.524609 13.835444
134 48.294925 46.758667
135 10.087590 50.421421
136 85.839503 1.004773
137 82.157048 96.431760
138 1.945940 92.961930
139 6.308040 3.796223
140 19.025691 27.666558
141 44.731408 64.938183
142 15.112348 48.715534
143 64.965771 53.427980
144 35.680239 39.411637
145 72.199231 72.470181
146 30.614103 10.658069
147 91.077960 74.091375
148 23.905767 65.134380
149 36.841132 2.618145
150 84.925788 4.181606
151 5.612107 42.603861
152 47.973325 50.169448
153 98.052667 60.750525
154 91.265598 75.041649
155 71.381289 97.113234
156 2.921173 26.428870
157 1.831051 8.067611
158 15.463582 11.435181
159 75.653758 93.824878
160 12.880378 59.261167
161 12.252417 59.917803
162 6.587285 25.602569
163 41.245067 94.838728
164 35.349536 1.699639
165 97.342545 76.235855
166 86.197479 40.513033
167 86.786706 3.676143
168 20.847921 42.333337
169 98.482317 56.435266
170 57.626190 46.822281
171 46.415983 76.112051
172 30.208432 41.725652
173 9.852399 13.684612
174 69.813762 18.044795
175 89.307697 73.087880
176 30.228708 14.121836
177 82.409960 44.220280
178 59.011238 97.762207
179 50.268903 89.765938
180 72.480835 26.128219
181 45.503502 26.195755
182 96.048863 1.693057
183 94.043881 90.196079
184 9.787085 52.112250
185 8.470158 79.540197
186 86.891040 9.578174
187 88.027163 0.600615
188 20.201169 47.263913
189 64.423107 93.396782
190 9.842615 57.089800
191 50.758294 65.943640
192 89.291510 73.575493
193 68.925022 80.933869
194 24.040883 76.351503
195 76.872758 54.236034
196 48.105076 41.438039
197 7.356760 52.669757
198 50.762252 75.159801
199 13.109286 0.937614
200 76.397349 10.119295
